Gene.ID,WTD_N_F.FC,WTD_N_F.p,WTD_N_F.q,WTDL_N_F.FC,WTDL_N_F.p,WTDL_N_F.q,WTWL_N_F.FC,WTWL_N_F.p,WTWL_N_F.q
AT1G41910,-0.584847193,0.949073221,NA,3.387234911,0.713387427,NA,3.953762107,0.668662625,0.749772104
AT1G41920,-0.619380221,0.946516448,NA,3.35260873,0.716205556,NA,2.498973176,0.787594235,NA
AT1G41930,-1.096586577,0.619482869,0.723879439,3.502825721,0.141718932,0.218541922,5.873275851,0.017045042,0.036245583
AT1G42045,-1.642096401,0.831911334,NA,3.887271383,0.613154865,NA,3.945658612,0.609117062,NA
AT1G42003,0,1,NA,2.154767556,0.81582743,NA,2.498973176,0.787594235,NA
AT1G42040,-1.202047099,0.896788887,NA,0,1,NA,2.498973176,0.787594235,NA
AT1G42050,-0.975598549,0.7835056,0.852656366,4.176478114,0.254572709,0.352405941,3.315198904,0.380737175,0.491948696
AT1G42060,-0.600317803,0.939742226,NA,3.840147146,0.627872926,NA,3.945601515,0.619616935,NA
AT1G42070,1.329605117,0.88521182,NA,-0.797186233,0.931504932,NA,3.346442782,0.717755366,NA
AT1G42080,-0.69564979,0.940203896,NA,-0.797186233,0.931504932,NA,2.498973176,0.787594235,NA
AT1G42090,0.082200119,0.992917548,NA,2.691013127,0.770758806,NA,0,1,NA
AT1G42100,0.062943674,0.993472974,NA,4.205511504,0.584632889,NA,3.973797322,0.606914905,NA
AT1G42110,-1.656254974,0.444348695,NA,2.693131029,0.255285627,0.353016405,0,1,1
AT1G42120,5.527236748,7.73E-06,3.04E-05,6.087537358,9.95E-07,4.27E-06,6.313704523,8.32E-09,4.31E-08
AT1G42130,-0.937220251,0.765806539,0.839086274,3.293613678,0.317802387,0.419024028,4.667936349,0.160798671,0.247819128
AT1G42140,-0.049215682,0.992372459,NA,3.636905857,0.489588795,NA,1.097301426,0.835083951,0.883991053
AT1G42150,-0.275417036,0.93581721,0.95904037,2.896384434,0.416013174,0.516638736,4.006978869,0.274439356,0.381863673
AT1G42160,-3.331308049,0.718254618,NA,0.164569091,0.985843383,NA,3.388815578,0.714287658,NA
AT1G42170,-1.59869232,0.833411014,NA,0.366226528,0.962047661,NA,2.499005936,0.746587841,NA
AT1G42180,-1.836906059,0.842558283,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G42190,-1.59398628,0.863287544,NA,0,1,NA,0.575462528,0.95052652,NA
AT1G42200,-2.838136226,0.758318373,NA,2.494770891,0.787173985,NA,3.302851876,0.721329021,NA
AT1G42210,-3.37789041,0.713987037,NA,0.164569091,0.985843383,NA,3.346442782,0.717755366,NA
AT1G42220,-1.305463704,0.88749586,NA,2.4947719,0.7871739,NA,2.498973176,0.787594235,NA
AT1G42230,-1.202057105,0.896788032,NA,1.126324415,0.903343496,NA,2.498973176,0.787594235,NA
AT1G42240,-2.214759082,0.809242772,NA,-2.052875043,0.823853567,NA,2.498973176,0.787594235,NA
AT1G42250,-1.623434081,0.861041829,NA,-0.543195356,0.953238769,NA,2.498973176,0.787594235,NA
AT1G42260,-3.331308049,0.718254618,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G42270,-0.594810082,0.948630133,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G42280,0,1,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G42290,-2.243665888,0.587330882,NA,4.037584638,0.33865023,0.440825958,4.678077753,0.269870278,0.376619325
AT1G42300,-1.243644668,0.892328394,NA,0.164569091,0.985843383,NA,3.441930407,0.709949435,NA
AT1G42310,-2.852985076,0.757087295,NA,0,1,NA,0,1,NA
AT1G42320,-1.290823133,0.370213798,0.491000094,2.553297133,0.114177587,0.182162153,5.71583359,0.001797438,0.004707942
AT1G42350,-0.737609932,0.575546652,0.686129181,1.829677869,0.189549479,0.277781942,4.718459553,0.009517585,0.021585225
AT1G42360,0.557409621,0.910905426,NA,2.878199,0.571517625,NA,4.008595605,0.434073632,0.542888053
AT1G42365,-0.873319287,0.477272883,0.595609887,2.630295711,0.047229017,0.085561975,5.680917934,0.000906838,0.002508004
AT1G42367,0.071082196,0.993874708,NA,2.001593574,0.828813619,NA,0,1,NA
AT1G42370,0.459274058,0.923356319,NA,2.376382511,0.62790115,0.708402321,3.487439192,0.481947384,0.586523889
AT1G42375,-1.427094412,0.207768324,0.308675723,2.605939299,0.041342239,0.076317803,5.372202028,0.001268405,0.003414268
AT1G42377,-0.537914948,0.953395364,NA,1.956881538,0.832612385,NA,0,1,NA
AT1G42380,0.046845323,0.994766853,NA,-0.64541834,0.929355144,NA,0,1,1
AT1G42390,-0.594374748,0.859502905,0.907183042,3.8395483,0.277143538,0.376228945,5.411039246,0.125050415,0.201590209
AT1G42393,-2.019800576,0.827012814,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G42396,0.058903398,0.99492511,NA,0,1,NA,0,1,NA
AT1G42400,0.288711087,0.975167107,NA,2.080113594,0.822151144,NA,2.498973176,0.787594235,NA
AT1G42410,0.100476368,0.987453106,NA,3.369787145,0.60051685,NA,3.440790745,0.595514271,NA
AT1G42420,0.035413713,0.996509319,NA,2.037545359,0.802404284,NA,3.400992338,0.676190034,NA
AT1G07117,-2.40123936,0.795414842,NA,0.164569091,0.985843383,NA,0,1,NA
AT1G42430,-0.741248187,0.017861095,0.037927914,-0.432498314,0.060271808,0.105793484,0.090398961,0.752943955,0.818262156
AT1G42440,-0.507951613,0.002743425,0.007077279,-0.12863888,0.268938419,0.36735675,-0.528408472,0.00052394,0.001509751
AT1G42450,-0.807911731,0.811964218,0.872278432,1.60715902,0.639377428,0.717406895,2.499063219,0.503661076,0.607121032
AT1G42460,0.70990309,0.856211056,NA,0.505749273,0.894169571,NA,2.499059725,0.541590036,0.640657976
AT1G42470,-1.361831299,1.32E-32,3.18E-31,-1.409753807,1.21E-30,3.34E-29,-1.788050539,7.42E-18,7.26E-17
AT1G42480,0.948152817,0.000481267,0.001429837,0.88476142,3.37E-05,0.000116677,2.323977452,1.23E-28,2.01E-27
AT1G07123,-1.623437878,0.861041507,NA,0,1,NA,0,1,NA
AT1G07127,0,1,NA,-0.797186233,0.931504932,NA,0.575462528,0.95052652,NA
AT1G07133,0.071074212,0.993875396,NA,0,1,NA,3.40103585,0.7132887,NA
AT1G42490,-0.16218521,0.983485964,NA,3.384257164,0.668464741,NA,2.499001409,0.753691045,NA
AT1G42500,-3.834234113,0.535227185,NA,1.661591765,0.786757335,NA,2.499031699,0.689750849,0.767677558
AT1G42510,-0.560051146,0.871221363,0.914531934,1.424613997,0.687347091,0.758093888,4.394975472,0.232628038,0.334444595
AT1G42515,0.082200119,0.992917548,NA,2.037689473,0.825749463,NA,0,1,NA
AT1G42520,-2.395784764,0.401120575,NA,-0.455045512,0.876382234,NA,3.043371351,0.308069498,0.418208333
AT1G42525,1.074345507,0.907173436,NA,1.03983825,0.91056241,NA,0,1,NA
AT1G42530,-3.302081796,0.599766623,NA,2.422147852,0.70060143,NA,2.499029858,0.695134869,NA
AT1G42540,-0.771859839,0.000124402,0.000407305,-0.708337163,3.18E-06,1.27E-05,-1.189324907,1.18E-09,6.62E-09
AT1G42550,0.343584783,0.112422782,0.186049291,0.371337114,0.022578983,0.044984708,-0.102748983,0.575556294,0.670487133
AT1G42560,-2.320828139,0.078925305,0.13777336,0.885224483,0.35955462,0.461330113,-0.880736621,0.575685405,0.670609142
AT1G42570,-3.901063122,0.572370099,NA,2.739145851,0.693081339,NA,3.400899081,0.625557229,0.713173297
AT1G42580,-1.929234601,0.83415029,NA,2.037689473,0.825749463,NA,0,1,NA
AT1G42590,0.047803215,0.989948741,NA,2.699478901,0.490308766,NA,3.981746936,0.314526554,0.424981606
AT1G42595,-0.332968435,0.963002973,NA,3.887204788,0.59152243,NA,2.499013726,0.732782263,0.80170372
AT1G42600,-1.592562489,0.648489983,NA,3.233838642,0.372431887,0.474406197,5.226253414,0.150408065,0.234604857
AT1G42602,0.534518499,0.953689421,NA,2.037689473,0.825749463,NA,2.498973176,0.787594235,NA
AT1G42605,-0.305397554,0.822418988,0.88021875,1.387907372,0.321178758,0.422660176,6.087884223,0.000659919,0.001868117
AT1G42610,-2.011198859,0.827166178,NA,1.126324415,0.903343496,NA,2.498973176,0.787594235,NA
AT1G42620,0.831999164,0.928231251,NA,0.237959088,0.979467375,NA,0,1,NA
AT1G42630,-1.202047099,0.896788887,NA,0,1,NA,0,1,NA
AT1G42635,-1.623437878,0.861041507,NA,0,1,NA,3.953762107,0.668662625,NA
AT1G42650,-0.528069448,0.864718377,0.910624931,2.936538435,0.360702462,0.462437227,3.981577836,0.232923235,0.334711565
AT1G42655,-0.173306036,0.985020159,NA,2.306729232,0.802517919,NA,3.493247928,0.705767219,NA
AT1G42615,-2.598892033,0.778866089,NA,0,1,NA,1.537217852,0.868360962,NA
AT1G42680,-0.270267786,0.796103848,0.861765353,0.217014218,0.859413709,0.894915278,0.616692701,0.71599474,0.788541254
AT1G42690,-2.229870769,0.809234322,NA,2.154767556,0.81582743,NA,0,1,NA
AT1G42695,0.290011213,0.959438863,NA,4.616912048,0.423708857,0.524289986,5.048367325,0.382832393,0.494029418
AT1G42703,-2.215944056,0.809823566,NA,1.126324415,0.903343496,NA,2.498973176,0.787594235,NA
AT1G42697,-2.229870769,0.809234322,NA,2.136518501,0.816878968,NA,2.498973176,0.787594235,NA
AT1G42698,-0.943040871,0.918404261,NA,3.037922986,0.741991993,NA,2.498973176,0.787594235,NA
AT1G42700,-3.478065259,0.706308162,NA,0.164569091,0.985843383,NA,0,1,NA
AT1G42705,0.55193182,0.929571709,NA,4.371493732,0.487390034,NA,3.981952979,0.529535719,NA
AT1G42710,0.10513901,0.990916173,NA,-0.798655748,0.931226391,NA,0,1,NA
AT1G42718,-0.530131924,0.848399339,NA,3.285336707,0.266897136,0.365113854,4.400085209,0.143620314,0.225771134
AT1G42727,-0.517493163,0.925717308,NA,3.715462285,0.508379641,NA,1.549101431,0.783995579,NA
AT1G42736,-0.661678757,0.943122342,NA,0,1,NA,0,1,NA
AT1G42740,0.424700835,0.963241301,NA,0,1,NA,0,1,NA
AT1G42745,-0.75474789,0.850239544,NA,4.058718277,0.318623961,NA,4.374871599,0.286338242,0.394865158
AT1G42780,-1.43233909,0.875970252,NA,3.827565518,0.677907687,NA,3.441930407,0.709949435,NA
AT1G42816,-0.695607116,0.940035587,NA,2.932826503,0.750671048,NA,0,1,NA
AT1G42852,-2.125810425,0.565838141,NA,3.526936342,0.357112301,0.458627085,4.400626871,0.25583831,0.360706842
AT1G42888,-0.705115192,0.890371247,NA,3.874552818,0.456752474,NA,0,1,1
AT1G42924,0.194888631,0.963543078,NA,1.776787295,0.682880003,0.754448593,4.757339293,0.280329966,0.388292501
AT1G42960,0.801596135,3.61E-06,1.48E-05,0.588497309,1.28E-05,4.73E-05,1.148066607,1.57E-18,1.59E-17
AT1G42970,0.764111349,1.74E-09,1.05E-08,-0.693657233,7.74E-09,4.30E-08,0.078978956,0.507946786,0.610628216
AT1G07143,1.575542826,0.864659836,NA,3.806321926,0.679603602,NA,4.959362128,0.590606108,NA
AT1G42980,-0.853965596,0.926243288,NA,2.269156055,0.805682682,NA,2.498973176,0.787594235,NA
AT1G42990,-0.402287286,0.001164298,0.003230513,-0.279740215,0.015850416,0.03293639,-0.230016158,0.13047036,0.208555467
AT1G43000,-1.288256287,0.176998938,0.271116396,-0.401156505,0.783422528,0.834151426,1.135644881,0.371796085,0.483392897
AT1G43005,-3.036241388,0.742484139,NA,3.639815875,0.692952634,NA,2.498973176,0.787594235,NA
AT1G43010,0.356077731,0.969299856,NA,0,1,NA,0,1,NA
AT1G43020,0.62370686,0.087347826,0.150188372,-0.028485511,0.912423132,0.934736238,0.247196332,0.648764095,0.732625928
AT1G43030,0.268563237,0.925231517,0.95175414,2.988433403,0.321242423,0.422722532,4.770191535,0.123170667,0.199061512
AT1G43040,0.886679805,0.496980634,0.614420846,3.388333961,0.038106079,0.071132809,0.539806347,0.697473804,0.773609028
AT1G43050,-1.703003825,0.852743024,NA,-0.797186233,0.931504932,NA,2.498973176,0.787594235,NA
AT1G43060,-0.532791301,0.779086279,0.849167638,2.742471809,0.164042414,0.246509853,5.133179637,0.023690378,0.048469605
AT1G43070,-0.841427244,0.927035571,NA,1.193012224,0.897392389,NA,0,1,NA
AT1G43080,-0.35030497,0.969706207,NA,0.731100006,0.936649818,NA,2.498973176,0.787594235,NA
AT1G43090,0.199588381,0.977224456,NA,1.528823499,0.826803652,NA,2.499017606,0.72500942,0.79592199
AT1G43100,1.354406791,0.882880198,NA,0.356448712,0.969118271,NA,0,1,1
AT1G43110,0.62681888,0.945695275,NA,0.164569091,0.985843383,NA,0,1,NA
AT1G43120,-1.439491297,0.876477467,NA,-0.797186233,0.931504932,NA,0,1,NA
AT1G43130,0.43227404,0.017874659,0.037953517,-0.058435842,0.7445418,0.80331175,0.70785768,0.00035949,0.001065802
AT1G07147,0,1,NA,0.949055624,0.918374695,NA,-0.246939875,0.978723327,NA
AT1G43140,0.180102209,0.748407211,0.826053699,1.473772979,0.009328371,0.020523838,1.759568539,0.038571636,0.074395689
AT1G43145,0.767668501,0.933503389,NA,2.639589835,0.775050838,NA,3.441930407,0.709949435,NA
AT1G43150,0.008296182,0.998246668,0.999158924,2.34334662,0.547467084,0.638359207,2.499059779,0.541070649,0.640291373
AT1G43160,1.452017927,0.002269932,0.005956443,2.309355596,1.35E-09,8.17E-09,2.604025969,1.80E-11,1.16E-10
AT1G43170,1.05921253,2.67E-22,3.93E-21,-0.219945453,0.036937702,0.06917061,-0.687426535,2.36E-10,1.40E-09
AT1G43171,-2.841593416,0.634371755,NA,1.72738411,0.773153733,NA,-0.330504327,0.956247885,NA
AT1G43180,-1.064279093,0.90791867,NA,2.525920667,0.784562002,NA,4.442459584,0.630190998,NA
AT1G43190,-1.553003803,3.23E-31,7.28E-30,-0.936132025,1.00E-16,1.15E-15,-0.689545752,4.65E-07,2.01E-06
AT1G43195,0.288711087,0.975167107,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G43200,-2.773410102,0.082628062,0.143126144,1.915395533,0.248192952,0.345471603,5.20275284,0.00724992,0.016850734
AT1G43205,-2.833476814,0.759286223,NA,0,1,NA,2.498973176,0.787594235,NA
AT1G43210,-1.355939048,0.585227747,0.694875196,1.003253463,0.689712155,0.760056296,5.010504815,0.066138253,0.118016692
AT1G43220,-3.155386687,0.41655391,NA,1.011976003,0.786826477,0.837192142,2.499060533,0.533586863,0.63367039
AT1G43230,-1.637136709,0.859599298,NA,2.037689473,0.825749463,NA,0,1,NA
AT1G43240,-1.678017828,0.632957021,0.735417682,1.56903084,0.660771938,0.735500411,5.45394724,0.135900085,0.215693263
AT1G43245,0.358952451,0.200682531,0.300294232,0.795463239,0.005558761,0.012892154,-0.124623351,0.796691863,0.853432232
AT1G43250,-2.397303597,0.079625099,0.138744958,4.818388399,0.004830078,0.01139142,6.139828445,0.0003943,0.001161121
AT1G43260,-0.14345499,0.987583875,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G43270,-1.320206275,0.127161557,0.206028221,1.623934795,0.08308332,0.139226495,5.417165524,0.000190246,0.000590441
AT1G43280,0.470057557,0.938536551,NA,2.892747593,0.634354234,NA,4.421560317,0.468558376,0.574729843
AT1G43290,-2.315549712,0.801418615,NA,2.154767548,0.81582743,NA,0,1,NA
AT1G43300,-1.920601371,0.538334235,0.652508098,2.044542979,0.516713432,0.611661586,5.176760003,0.11402266,0.186718861
AT1G43310,-3.036240844,0.742484184,NA,1.126324415,0.903343496,NA,3.493247929,0.705767219,NA
AT1G43320,0.288711087,0.975167107,NA,0,1,NA,0,1,NA
AT1G43330,0,1,NA,0,1,NA,2.498973176,0.787594235,NA
AT1G43387,-1.272949127,0.734724232,0.816068701,4.632577588,0.236239647,0.332469023,4.464566246,0.258677395,0.36384408
AT1G43415,0.38064787,0.967179479,NA,2.037689473,0.825749463,NA,0,1,NA
AT1G43444,-0.797924524,0.621160623,0.725234392,1.812692369,0.266868889,0.365113584,6.215331587,0.001359966,0.003636181
AT1G43502,-0.298189086,0.816893757,0.876048132,1.154484058,0.398406316,0.499841584,5.21135081,0.003235193,0.008078439
AT1G43560,0.149551333,0.509185926,0.625977388,0.407318133,0.016074509,0.033364661,2.132204024,1.23E-36,2.78E-35
AT1G07157,0,1,NA,0,1,NA,0,1,NA
AT1G43570,-1.202057105,0.896788032,NA,2.610748796,0.77746102,NA,2.498973176,0.787594235,NA
AT1G43575,-1.48598993,0.871996432,NA,2.978793195,0.746871068,NA,2.498973176,0.787594235,NA
AT1G07163,-1.87172149,0.839594677,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G43580,-0.676184215,0.000528643,0.001561019,-0.846354449,2.05E-05,7.30E-05,-0.922756598,0.000209285,0.000645236
AT1G43590,1.302869688,0.062546871,0.113174703,0.857357013,0.260663436,0.358510648,2.666772725,0.001151901,0.003126361
AT1G43600,-2.049332907,0.824508257,NA,1.126324415,0.903343496,NA,0.575462528,0.95052652,NA
AT1G07167,-2.002675444,0.827632061,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G43605,-0.355763492,0.588629906,0.69776368,1.985526205,0.003325323,0.008152851,0.862095725,0.008563741,0.019602972
AT1G07173,1.366666599,0.812745179,NA,1.126353603,0.84726922,NA,4.016701313,0.487624588,NA
AT1G07177,0,1,NA,0,1,NA,0,1,NA
AT1G43610,-1.87172149,0.839594677,NA,0,1,NA,1.537217852,0.868360962,NA
AT1G43620,-0.808706401,5.51E-05,0.000191418,-1.019639787,1.38E-09,8.37E-09,-0.652463643,0.005190288,0.01246267
AT1G43630,-2.598892033,0.778866089,NA,2.080113396,0.82215116,NA,0,1,NA
AT1G43640,1.308128055,0.534957645,NA,3.324398213,0.142015187,NA,1.537279294,0.533356497,0.633451506
AT1G43650,-0.010603132,0.986707327,0.992182032,0.66383974,0.086817019,0.144541012,-1.36545162,0.015329135,0.033043762
AT1G43660,0,1,NA,2.997525116,0.745324297,NA,2.498973176,0.787594235,NA
AT1G43665,-2.598892033,0.778866089,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G43666,-1.871722085,0.839594626,NA,2.037689473,0.825749463,NA,4.49435864,0.626163634,NA
AT1G43667,-1.623434081,0.861041829,NA,0,1,NA,3.302851892,0.72132902,NA
AT1G07183,-3.309003984,0.720076478,NA,0,1,NA,0,1,NA
AT1G43670,-1.099716093,1.55E-16,1.62E-15,-0.799919884,1.85E-21,3.04E-20,-0.015604657,0.859778471,0.902633875
AT1G43675,-1.108786303,0.428667532,0.549374519,0.053803376,0.962726012,0.972475724,-0.034242574,0.981321579,0.993674788
AT1G07187,0,1,NA,1.956881479,0.83261239,NA,0,1,NA
AT1G43680,-0.03826005,0.995527536,NA,0.951442988,0.89059397,NA,3.347502506,0.628243648,NA
AT1G07193,-2.163807951,0.815367594,NA,0,1,NA,0,1,NA
AT1G43690,0.350318662,0.039731094,0.076677084,0.54776238,9.10E-06,3.42E-05,0.352282569,0.011939402,0.026419961
AT1G43700,3.089882044,3.71E-62,2.15E-60,1.720313136,1.21E-40,5.23E-39,1.555705097,1.35E-23,1.74E-22
AT1G43710,1.007153815,1.28E-14,1.17E-13,0.345274588,0.000333026,0.000991593,0.217867502,0.048983399,0.09109879
AT1G43715,-1.946729851,0.719833671,NA,2.075683218,0.703586043,NA,4.467044587,0.412720792,NA
AT1G43720,-0.315156925,0.972627553,NA,0.07661341,0.993381838,NA,0,1,NA
AT1G43722,0.659980019,0.942823991,NA,2.154767548,0.81582743,NA,2.498973176,0.787594235,NA
AT1G43723,-1.625670052,0.860031925,NA,-0.643747908,0.944578446,NA,3.916455763,0.671638839,NA
AT1G43724,1.800142517,0.845489808,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G43725,1.036597367,0.838926779,NA,2.739679636,0.593950159,NA,3.308201277,0.525793935,0.626525368
AT1G43730,-2.833476814,0.759286223,NA,2.610748796,0.77746102,NA,4.009607423,0.664217557,NA
AT1G43740,-4.021559955,0.641497862,NA,3.806364804,0.659263998,NA,4.009559166,0.643152873,0.728142538
AT1G43745,0.322951473,0.939598251,NA,2.036761132,0.644410753,0.72156423,3.892731616,0.38024531,0.491474745
AT1G43750,-0.177854223,0.961959102,NA,3.304264738,0.386207317,NA,4.736330083,0.21393492,0.312817563
AT1G43755,-0.380276051,0.94547508,NA,2.63874426,0.641911975,0.719398936,5.545454605,0.325060569,0.436449619
AT1G43760,-1.543599991,0.67932619,NA,1.722516393,0.65554033,NA,4.720386623,0.217751379,0.317352591
AT1G43763,-0.956530294,0.917067273,NA,1.126324415,0.903343496,NA,3.40103585,0.7132887,NA
AT1G43765,0.663446217,0.367099676,0.487640156,1.897396356,0.012032863,0.025800747,2.260301518,0.006098946,0.014405597
AT1G43766,0,1,NA,0,1,NA,0,1,NA
AT1G43770,-0.646836043,0.03744022,0.072825,0.270561382,0.385714913,0.487546954,0.124492281,0.801804053,0.857506103
AT1G43775,0.361519372,0.879209793,0.920003901,2.669687366,0.29091711,0.390698383,4.981641624,0.056829403,0.103601757
AT1G43777,-2.01709818,0.826406525,NA,2.001593573,0.828813619,NA,2.498973176,0.787594235,NA
AT1G07197,-2.163807951,0.815367594,NA,0,1,NA,2.498973176,0.787594235,NA
AT1G43780,-0.627514803,0.59640276,0.704491322,0.214383496,0.847752537,0.885649494,-0.654177355,0.608803752,0.698743845
AT1G43781,-2.493849347,0.78645009,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G43785,-0.67620753,0.66156264,0.758795449,3.046403029,0.072865643,0.1247254,5.386179951,0.005111874,0.012292627
AT1G43790,0.347608322,0.310927934,0.427706306,1.187071254,0.000124367,0.000396545,1.305697053,4.22E-05,0.000143826
AT1G43800,-0.321345848,0.592410963,0.70095935,0.581586881,0.310848895,0.41150669,-0.45693493,0.390317843,0.501571556
AT1G43810,0,1,NA,1.126324415,0.903343496,NA,0,1,NA
AT1G43815,-0.893253916,0.922998333,NA,3.035593387,0.741816159,NA,2.498973176,0.787594235,NA
AT1G43820,-2.314530471,0.563607148,NA,3.624723357,0.369211941,NA,4.66164266,0.249459193,0.353433713
AT1G43830,-0.286290504,0.924133314,0.951105503,2.661049581,0.386330755,0.488159028,4.981828849,0.11938854,0.194054873
AT1G43835,0,1,NA,-0.797186233,0.931504932,NA,3.40103585,0.7132887,NA
AT1G43825,1.800142534,0.845489807,NA,-0.797186233,0.931504932,NA,0,1,NA
AT1G43840,0.663393479,0.933223789,NA,2.076092247,0.794480226,NA,2.499000211,0.75547194,NA
AT1G43845,-2.649820553,0.773983029,NA,0,1,NA,0,1,NA
AT1G43850,-0.500008108,0.000166775,0.000536897,-0.029459203,0.807245923,0.853601578,-0.042176576,0.775776546,0.836335637
AT1G43860,0.303205089,0.252929473,0.362019679,0.197193417,0.34229875,0.444293164,0.762479924,0.002038953,0.005283188
AT1G43870,0.625152982,0.946076313,NA,3.30512256,0.720076694,NA,0,1,NA
AT1G43880,-1.488147107,0.711391309,NA,2.648830741,0.51606347,NA,4.007684086,0.330628695,NA
AT1G43883,-0.36333524,0.670404961,0.766112254,1.037094049,0.305674656,0.406145492,-0.915472625,0.528448629,0.628817067
AT1G43886,-1.510174319,5.66E-08,2.91E-07,-1.143587582,1.80E-06,7.43E-06,-0.255950722,0.423356173,0.532597896
AT1G07233,0.064128157,0.994460111,NA,2.080113396,0.82215116,NA,0.575462528,0.95052652,NA
