Gene.ID,WTD_SM_P.FC,WTD_SM_P.p,WTD_SM_P.q,WTDL_SM_P.FC,WTDL_SM_P.p,WTDL_SM_P.q,WTWL_SM_P.FC,WTWL_SM_P.p,WTWL_SM_P.q
AT1G60820,4.360639726,0.003699944,0.025681568,0.76817392,0.609007156,0.818606225,-0.118268727,0.918038267,0.993385347
AT1G60830,1.612686852,0.261037963,0.514475307,0.782284649,0.6318214,0.832786358,-0.553974122,0.702403161,0.854836166
AT1G60835,0,1,NA,0,1,NA,0,1,NA
AT1G60840,4.846356577,0.005243077,0.033329562,0,1,1,0,1,1
AT1G60850,-1.085964503,0.290014268,0.548091769,-1.255353281,0.011486307,0.047985335,-0.408035303,0.184850198,0.359011079
AT1G60860,0.792344004,0.101233632,0.281975583,0.280004321,0.494790645,0.722105969,0.831930638,0.006304349,0.025372225
AT1G60870,1.220143145,0.000261598,0.002687858,-0.987114293,0.003414016,0.017965839,-0.738860865,0.001645089,0.008134493
AT1G60880,0,1,NA,0,1,NA,0,1,NA
AT1G60890,-0.308598195,0.551968531,0.802937031,0.159161869,0.471329885,0.700629135,0.04213478,0.853302727,0.953385488
AT1G60900,0.817718148,0.000359567,0.003537061,0.502117675,0.002198247,0.012511531,0.014173796,0.925286824,0.998536463
AT1G60910,2.171842988,0.105045887,0.288612129,2.21187414,0.192647785,0.39826389,0.271758013,0.773486062,0.904815272
AT1G08353,4.498472827,0.000339589,0.003365405,2.211874123,0.19377201,0.399770054,-0.733493867,0.508241492,0.701987358
AT1G60913,0,1,NA,0,1,NA,0,1,NA
AT1G60920,4.846155423,0.601318084,NA,0,1,NA,2.177334571,0.814397116,NA
AT1G60930,1.838041354,0.000107075,0.001224497,0.676300026,0.098840109,0.248144429,0.165588528,0.689277394,0.845011103
AT1G60940,0.164322217,0.471201329,0.731578302,-0.004715429,0.976489579,1,0.235344688,0.116985163,0.258757743
AT1G60950,-1.337961615,1.82E-11,6.27E-10,-1.250929236,2.45E-21,2.30E-19,-1.006476031,3.01E-15,1.18E-13
AT1G60960,0.229216336,0.471361096,0.731741371,0.25678956,0.205908742,0.414706728,1.033648989,7.30E-08,9.95E-07
AT1G60970,1.360325467,0.322379983,0.584529608,1.361301824,0.420881233,0.656049697,0.693950592,0.660269028,0.824426016
AT1G60980,0,1,NA,0,1,NA,0,1,NA
AT1G60983,0,1,NA,0,1,NA,0,1,NA
AT1G60985,0,1,NA,0,1,NA,0,1,NA
AT1G60986,4.846155423,0.601318084,NA,0,1,NA,0,1,NA
AT1G60987,0,1,NA,0,1,NA,0,1,NA
AT1G60990,0.217012814,0.615367813,0.852886842,-0.072045293,0.791525209,0.946875845,-0.723471996,0.004572081,0.019442092
AT1G60989,1.139529294,0.017532337,0.08518301,0.996207172,0.011839305,0.049182705,1.696918354,0.000452165,0.002638114
AT1G60995,-0.830381157,0.071207824,0.225658835,-0.652095437,0.034024176,0.112471184,-0.052812832,0.877395783,0.966856051
AT1G61000,0.056653486,0.947896704,1,-0.474782665,0.43154011,0.665254691,-1.156040505,0.040460201,0.1153704
AT1G61010,-0.139386921,0.664020096,0.888761779,-0.550029793,0.0212542,0.077708935,-0.491234085,0.011677113,0.04242858
AT1G61020,0,1,NA,0,1,NA,2.177334571,0.814397116,NA
AT1G61030,0.465855617,0.199234339,0.434248677,0.711035698,0.004054116,0.020660984,-0.144883722,0.620467509,0.795189753
AT1G61040,0.166737502,0.582804473,0.827026788,0.005239585,0.980816188,1,-0.636383109,0.005849487,0.023820367
AT1G61050,-0.616324853,0.551031257,0.802131432,-0.449846957,0.438866572,0.672471703,0.170124234,0.826716404,0.941750454
AT1G61060,0,1,NA,0,1,NA,0,1,NA
AT1G61065,0.742594548,0.382113363,0.646495284,-3.016760125,0.0121104,0.050077656,1.251482852,0.061760166,0.160167393
AT1G61070,0,1,NA,0,1,NA,0,1,NA
AT1G61080,-1.000782927,0.400510908,0.665145379,-0.491445702,0.63944726,0.83853805,-2.147955709,0.074405182,0.183992406
AT1G61090,0,1,NA,0,1,NA,0,1,NA
AT1G61093,0,1,NA,0,1,NA,0,1,NA
AT1G61095,0,1,NA,0,1,NA,0,1,NA
AT1G61097,0,1,NA,0,1,NA,0,1,NA
AT1G61100,0.076079879,0.69821716,0.912024632,-0.15887196,0.278925695,0.504553869,0.086555152,0.522867501,0.714509501
AT1G61105,0,1,NA,0,1,NA,0,1,NA
AT1G61110,4.846200685,0.554829067,NA,0,1,NA,2.177354907,0.79075979,NA
AT1G08357,0,1,NA,0,1,NA,0,1,NA
AT1G61120,0,1,1,0,1,1,0,1,NA
AT1G61130,2.665843782,0.112193181,0.300644979,1.217321445,0.506320863,NA,0.696768641,0.691492642,NA
AT1G61140,0.218539254,0.359469729,0.624098762,0.175459916,0.2510221,0.471375156,0.006569216,0.969198476,1
AT1G61150,0.116249938,0.693279196,0.908906078,0.196004713,0.320061129,0.552571324,-0.16858741,0.369655085,0.573143778
AT1G61160,2.651544604,0.017022562,0.083311779,0.768094603,0.601481291,0.814268874,2.177425125,0.197194473,0.375903763
AT1G61165,3.843445925,0.675937987,NA,0,1,NA,0,1,NA
AT1G61170,-1.974105397,0.054662695,0.188509154,-0.91415319,0.173929247,0.372604103,-0.459240298,0.459644046,0.658629483
AT1G61180,-0.017945992,0.947891557,1,0.814857391,1.82E-05,0.000197897,0.430510444,0.035133994,0.102787771
AT1G61190,0.36807124,0.510920764,0.766538829,-0.497736469,0.021924631,0.079594087,-0.102382234,0.499910468,0.694685214
AT1G61200,0,1,NA,0,1,NA,2.177334571,0.814397116,NA
AT1G61210,0.370970224,0.198618016,0.43364599,0.328017381,0.040028127,0.127140151,-0.101670492,0.591942437,0.773243018
AT1G61215,0.976058237,0.105961531,0.290216497,0.644081993,0.143596876,0.326515656,0.201927167,0.653185613,0.819191181
AT1G61230,3.814206857,0.003859135,0.026443283,1.397119935,0.412177974,0.648021645,2.177424742,0.223764102,0.409116743
AT1G08363,0,1,NA,0,1,NA,0,1,NA
AT1G61240,-0.008498864,0.985184467,1,0.362046754,0.211226387,0.421432277,0.675682001,0.046551632,0.129238339
AT1G61250,-0.639369424,0.007001855,0.041839029,-0.508723733,0.006637263,0.031066385,-0.213695319,0.29255033,0.488791666
AT1G61255,-1.191394205,0.251965675,0.503761778,-2.76500348,0.021726651,0.079025592,-0.123315719,0.874536453,0.965219752
AT1G61260,-0.21150437,0.643425853,0.873678629,-0.178478808,0.694835523,0.880242851,-0.461956236,0.46126017,0.659981809
AT1G61270,4.043781989,0.071177748,0.225624537,0,1,NA,2.177422454,0.344432991,NA
AT1G61280,-0.11533912,0.923986973,1,1.972960542,0.0241164,0.085862219,1.359304268,0.06708562,0.17009653
AT1G61290,1.666397095,0.246099145,0.496849149,1.683033049,0.290285973,0.517632472,4.101014978,0.022663359,0.072307755
AT1G61300,2.161982106,0.097538875,0.276099118,0.631404169,0.267215208,0.491093401,-0.351459895,0.216759231,0.400469895
AT1G08377,0,1,NA,0,1,NA,0,1,NA
AT1G61310,-0.557220594,0.352402753,0.616806931,0.103677992,0.811045799,0.958754328,0.065507944,0.852682192,0.9531739
AT1G61320,1.875582999,0.648525771,NA,1.299071037,0.757656853,NA,2.177408557,0.608483158,NA
AT1G08383,0,1,NA,0,1,NA,0,1,NA
AT1G61330,2.29082209,0.803732463,NA,0,1,NA,4.100845219,0.658382378,NA
AT1G61340,-0.663594173,0.432365221,0.696059063,0.484739632,0.315408842,0.547359062,1.124693966,0.053320496,0.143207448
AT1G61350,0.482782814,0.129880063,0.331450151,-0.414334777,0.125904392,0.298024516,-0.496105264,0.052862529,0.142387686
AT1G61360,-0.841414146,0.155981928,0.372998015,-0.376236912,0.351613102,0.587138259,0.483218151,0.122820051,0.268333678
AT1G61370,-1.047356548,0.212160359,0.451634675,-0.341803262,0.437251437,0.670816136,-0.399165438,0.456914411,0.656070519
AT1G61380,-0.31914253,0.536152207,0.788733143,-0.022992613,0.936057284,1,0.210179459,0.349001427,0.55137935
AT1G61390,1.001131201,0.354826389,0.618932227,-0.738773745,0.560043084,0.77984457,1.018919727,0.236114067,0.423257997
AT1G61400,0.336131263,0.783544267,0.966490535,0.596473364,0.424910968,0.659271507,0.066257961,0.908444652,0.988436035
AT1G61410,3.368602543,0.050630069,0.178989309,1.333326796,0.464472313,0.695383457,0.676607162,0.676435592,0.835433883
AT1G61415,3.949431594,0.019003272,0.090471953,2.211873797,0.215739092,0.42705355,2.229642666,0.185436536,0.35992082
AT1G61420,2.787644941,6.58E-08,1.44E-06,0.924891971,0.157765769,0.348101732,2.540432334,2.20E-09,3.80E-08
AT1G08387,4.846155423,0.601318084,NA,0,1,NA,0,1,NA
AT1G61430,0.483230666,0.640640798,0.872005957,0.112486608,0.858002539,0.983838225,1.261282892,0.000383799,0.002280105
AT1G61440,1.525945234,0.256401789,0.509241913,1.745295804,0.252278212,0.472747186,0.068251976,0.95992477,1
AT1G61450,0.962460782,0.449947495,0.711764654,-0.162262559,0.900439825,1,0.61656703,0.4647498,0.663574987
AT1G61460,3.347316123,5.09E-05,0.000629702,2.850717214,4.86E-05,0.000471247,0.796414029,0.402307457,0.606658869
AT1G61470,-0.184746036,0.879954354,1,-2.515784428,0.04062015,0.128469831,2.131409671,0.004766762,0.020143655
AT1G61475,0,1,NA,0,1,NA,0,1,NA
AT1G61480,1.536329277,0.299766933,0.560049506,2.211873582,0.229414275,0.445093819,0.923392522,0.552477457,0.740874455
AT1G61490,2.517521758,0.000348535,0.003441208,1.565024747,0.041989762,0.131710136,1.319983468,0.009729593,0.036518176
AT1G61500,0.629894712,0.461591144,0.722277897,-0.548647361,0.472015483,0.701258671,0.731178055,0.124072244,0.270536879
AT1G61510,0,1,1,0,1,NA,0,1,NA
AT1G61520,0.606661581,6.86E-05,0.000826005,-0.875029525,3.00E-12,1.05E-10,-0.476447417,8.45E-05,0.00060124
AT1G61665,3.87255961,0.223012149,NA,0,1,NA,3.139208453,0.332493855,NA
AT1G61540,0,1,NA,0,1,NA,0,1,NA
AT1G61542,0,1,NA,0,1,NA,0,1,NA
AT1G61550,3.943210815,0.022609489,0.102407233,0.71433767,0.660452046,0.854429309,0,1,1
AT1G61560,-1.913477758,0.108147315,0.293825298,-2.295980455,0.059508904,0.171055776,0.268124969,0.730256646,0.873282227
AT1G61562,0,1,NA,0,1,NA,0,1,NA
AT1G61563,0,1,NA,0,1,NA,0,1,NA
AT1G61565,0,1,NA,0,1,NA,0,1,NA
AT1G61566,0,1,NA,0,1,NA,0,1,NA
AT1G61570,-1.063291371,0.150388244,0.363983932,0.109540759,0.755689597,0.921377312,-0.079035102,0.758333348,0.892864565
AT1G61575,0,1,NA,0,1,NA,0,1,NA
AT1G61580,-0.045404185,0.914829688,1,-0.385133627,0.228674184,0.444136865,-1.447662179,2.24E-12,6.02E-11
AT1G61590,-0.708216616,0.012130128,0.064513235,-0.463210825,0.0146166,0.057965809,-0.346362063,0.284973241,0.479610672
AT1G08393,4.846155423,0.601318084,NA,0,1,NA,0,1,NA
AT1G61600,-0.813904051,0.512898377,0.768341769,-1.848474717,0.139947956,0.321135813,-0.334010135,0.687095906,0.84364984
AT1G61610,4.846343015,0.098615051,0.277866017,0,1,1,0.714404531,0.799678143,NA
AT1G61620,0.953006018,0.00014995,0.001659446,-0.500088923,0.057018916,0.165804399,-0.387554355,0.123472832,0.269518698
AT1G08397,0,1,NA,0,1,NA,0,1,NA
AT1G08403,0,1,NA,0,1,NA,0,1,NA
AT1G08417,0,1,NA,0,1,NA,0,1,NA
AT1G61630,0,1,NA,0,1,NA,0,1,NA
AT1G61640,-0.769671709,0.45349897,0.714802921,1.317427921,3.61E-05,0.000363077,-0.106358188,0.751264822,0.887674855
AT1G61650,0,1,NA,0,1,NA,0,1,NA
AT1G61660,0.411231928,0.280277496,0.537190526,-0.046397515,0.861907187,0.986429691,0.03408772,0.880606467,0.969028262
AT1G61667,-1.047829473,0.212681235,0.452239398,-0.788461956,0.240393138,0.458768449,0.230696247,0.694428822,0.848514664
AT1G61670,-0.711260202,0.129166917,0.33029226,-0.101446489,0.690163069,0.87626117,0.206514536,0.46678004,0.66542318
AT1G08427,3.348674161,0.716970391,NA,0,1,NA,0,1,NA
AT1G61680,4.066390014,0.150190708,0.363703376,0,1,NA,0,1,NA
AT1G61685,0,1,NA,0,1,NA,0,1,NA
AT1G61688,0,1,NA,0,1,NA,0,1,NA
AT1G61690,0.197204932,0.420379767,0.68409579,-0.002031859,0.992254727,1,-0.466969738,0.015802185,0.05423699
AT1G61700,0,1,NA,0,1,NA,0,1,NA
AT1G61710,2.200244689,0.169107125,0.392492455,2.211873304,0.246180406,NA,-0.527851761,0.740848091,NA
AT1G61720,0,1,NA,0,1,NA,0,1,NA
AT1G61730,0.156317592,0.635802124,0.868914404,-0.18778643,0.343188817,0.578549789,-0.302366491,0.082080057,0.1977063
AT1G61740,-0.92963763,6.25E-06,9.48E-05,-0.235614609,0.063548422,0.179467298,0.123063649,0.376198432,0.580119378
AT1G61750,-0.046449029,0.950488445,1,-0.614116278,0.486664287,0.714426576,4.101015865,0.01434147,0.050089497
AT1G61760,-1.005674739,0.41197142,0.676008338,-1.240684036,0.333194443,0.566975225,-0.037699908,0.978097835,1
AT1G61770,0.04421553,0.905272723,1,0.064864159,0.800082572,0.95321983,0.78491681,0.000205418,0.001312664
AT1G61780,-0.445792672,0.266549003,0.52103529,-0.266679092,0.270369837,0.494256064,0.034571749,0.865332796,0.960392124
AT1G61790,0.264383566,0.302106875,0.562887213,0.403996813,0.029114782,0.099340439,0.981234355,2.76E-09,4.65E-08
AT1G61795,-1.95324568,0.100976043,0.281438391,0.830987108,0.00855849,0.038145729,1.009754098,0.003586937,0.015770536
AT1G61800,-1.418674801,0.166481741,0.388481611,-0.810297351,0.031851501,0.10661323,-1.004317281,0.057179325,0.151065524
AT1G61810,0.241950621,0.780024007,0.964594694,-1.844051409,0.034049101,0.112533575,0.120609565,0.81902324,0.937732836
AT1G08433,0,1,NA,0,1,NA,0,1,NA
AT1G08437,0,1,NA,0,1,NA,0,1,NA
AT1G61820,-0.262575315,0.372329036,0.636872973,-0.55042877,0.003559358,0.018552408,-0.167714329,0.478908419,0.67659011
AT1G61830,0.807092829,0.546827112,0.798673468,1.279481278,0.309921215,0.541378915,-1.043764905,0.446998102,0.647467086
AT1G61840,-0.176346832,0.842106792,1,0.238382159,0.798901972,0.952173523,-0.738073612,0.499116445,0.693976781
AT1G61850,-0.077188023,0.757671548,0.949246248,0.291211047,0.11084605,0.270338159,0.060502592,0.709515969,0.859520355
AT1G61860,-1.117886477,0.357124219,0.621645228,1.012813183,0.145412208,0.329169101,0.861821749,0.248977823,0.438906324
AT1G61870,-0.614827593,0.263997431,0.51790295,-0.744657625,0.020546472,0.075548998,-1.361941806,2.73E-07,3.33E-06
AT1G61880,0,1,1,0,1,1,2.177419166,0.450430673,NA
AT1G08443,0,1,NA,0,1,NA,2.177334571,0.814397116,NA
AT1G61890,-0.547819652,0.052701585,0.183676074,-0.341339247,0.035241723,0.115565509,-0.562999505,0.091695128,0.215280764
AT1G61900,-0.206948653,0.410333871,0.67448031,-0.066145026,0.710581588,0.892069468,-0.192006646,0.468392212,0.667292878
AT1G61910,0,1,NA,0,1,NA,2.177370701,0.764527082,NA
AT1G61920,0,1,NA,0,1,NA,2.177381126,0.740618662,NA
AT1G61930,-0.118878414,0.923489635,1,1.229978941,0.07131586,0.195568401,-0.015055157,0.980417726,1
AT1G61940,0,1,NA,0,1,NA,0,1,NA
AT1G61950,2.008901552,0.189556159,0.421551401,1.283607726,0.46464696,0.695520921,-1.221074425,0.40692457,0.610874715
AT1G61960,0.458270436,0.534579817,0.787366306,-0.210672927,0.699202999,0.883730006,-2.043234816,0.016370579,0.055780133
AT1G61970,1.648495643,0.000470805,0.00449087,2.106194559,6.02E-07,9.36E-06,1.018401935,0.017110529,0.057697527
AT1G61980,-0.199537467,0.784587331,0.966994458,0.387418293,0.283840464,0.50987085,-0.473807528,0.200610396,0.379742928
AT1G61990,0.957622094,0.031635549,0.129844181,0.236701299,0.407278637,0.643067636,0.124999717,0.622444818,0.796761999
AT1G62000,0,1,NA,0,1,NA,0,1,NA
AT1G08447,0,1,NA,0,1,NA,0,1,NA
AT1G62010,-1.061536558,0.375321203,0.639944073,0.175219857,0.758303832,0.922811618,-0.333614397,0.574825332,0.759209722
AT1G08453,0,1,NA,0,1,NA,0,1,NA
AT1G62020,-1.070984372,1.81E-07,3.69E-06,-0.611565875,6.40E-05,0.000597331,-1.151430074,6.00E-15,2.27E-13
AT1G62030,1.415257293,0.020083435,0.093744901,0.960598402,0.015351387,0.060212479,0.704569108,0.051449063,0.1395658
AT1G62040,0.178987042,0.613237989,0.851000741,0.287324532,0.298685385,0.527975829,0.27051828,0.31270963,0.511655232
AT1G62045,0.558410613,0.510442218,0.766078786,-0.233277372,0.732130898,0.904872409,0.876940304,0.060268136,0.157151546
AT1G62050,-0.566072323,0.437775043,0.700475256,0.284442701,0.389015874,0.627248402,0.352815782,0.188125509,0.363807157
AT1G62055,0,1,NA,0,1,NA,0,1,NA
AT1G62060,0,1,NA,0,1,NA,0,1,NA
AT1G62070,0,1,NA,0,1,NA,0,1,NA
AT1G62075,0,1,NA,0,1,NA,0,1,NA
AT1G62080,0,1,NA,0,1,NA,0,1,NA
AT1G08457,4.03273656,0.051440407,0.180754652,2.211872267,0.30114708,NA,1.301982103,0.527388459,NA
AT1G08463,0,1,NA,0,1,NA,0,1,NA
AT1G62085,0.271728245,0.717715195,0.924040602,0.697136682,0.085608562,0.223108347,0.556341664,0.134991367,0.286965367
AT1G62090,0,1,1,0,1,1,5.060378532,0.011427103,NA
AT1G08473,0,1,NA,0,1,NA,0,1,NA
AT1G62095,0,1,NA,0,1,NA,0,1,NA
AT1G62110,-0.342532993,0.742904264,0.940707143,-0.062318483,0.913043255,1,-0.230914223,0.62600234,0.799890059
AT1G62120,0.778370033,0.292840628,0.551502422,0.784867201,0.14386803,0.326914987,-0.121476691,0.846663515,0.951444359
AT1G62130,0.589243539,0.490206375,0.748267176,0.856578062,0.071994929,0.196854906,1.202994146,0.002973736,0.01341395
AT1G62150,0.008414506,0.993492239,1,0.743910369,0.121490709,0.29014718,-0.93306319,0.126445634,0.273999206
AT1G62160,0,1,NA,0,1,NA,0,1,NA
AT1G62170,0,1,1,0,1,NA,2.177413623,0.552200261,NA
AT1G62180,0.008496844,0.976760668,1,-0.160855099,0.25900683,0.480778208,-0.584060051,1.96E-07,2.46E-06
AT1G08477,3.848229387,0.677490418,NA,0,1,NA,2.177334571,0.814397116,NA
AT1G62190,0.819602479,0.710245358,0.919632069,1.316742514,0.584304598,NA,-0.537632568,0.810759721,NA
AT1G62200,0.186978108,0.693508967,0.909089569,0.647442168,0.024411911,0.086736312,0.515763189,0.133029152,0.284353743
AT1G62210,0,1,NA,0,1,NA,0,1,NA
AT1G62214,0,1,NA,0,1,NA,0,1,NA
AT1G62220,0,1,NA,0,1,NA,0,1,NA
AT1G08483,0,1,NA,0,1,NA,0,1,NA
AT1G62225,0,1,NA,0,1,NA,0,1,NA
AT1G62230,0,1,NA,0,1,NA,2.177367766,0.770150009,NA
AT1G62250,0.834860072,0.168849125,0.392089547,0.81130667,0.012702984,0.052066528,1.481347024,2.47E-10,4.97E-09
AT1G62240,0,1,1,0,1,NA,0,1,NA
AT1G62260,0.477442327,0.650396808,0.878483321,0.053315084,0.946361652,1,0.451953287,0.395864122,0.600286564
AT1G62262,0.908514103,0.523221496,0.776798998,2.211873693,0.222391622,0.435680214,1.245591034,0.423248723,NA
AT1G08487,0,1,NA,0,1,NA,0,1,NA
AT1G62270,0,1,NA,0,1,NA,0,1,NA
AT1G08493,0,1,NA,0,1,NA,0,1,NA
AT1G62280,0.761772081,0.391748869,0.656688997,-0.010721194,0.993386537,1,-0.520824517,0.634695495,0.805894951
AT1G62290,-0.918944867,0.04748716,0.171211926,-1.113331357,0.010150804,0.043643778,0.071268625,0.83801908,0.94882502
AT1G62300,-1.003993922,0.038840575,0.149658519,0.283914101,0.171714509,0.369271575,0.316129617,0.125263265,0.272234369
AT1G08497,0,1,NA,0,1,NA,0,1,NA
AT1G62305,1.450133693,0.05089688,0.17957639,1.409026234,0.011016271,0.046390986,1.541035845,0.002439928,0.011399872
AT1G08503,0,1,NA,0,1,NA,0,1,NA
AT1G08507,0.537000745,0.695607039,0.910345919,0.125134898,0.929830047,1,0.349533817,0.780592214,0.909902138
AT1G62310,1.295272789,7.76E-06,0.000115657,0.446702458,0.135364712,0.313704918,1.021040919,3.79E-05,0.000294615
AT1G08513,0,1,NA,0,1,NA,0,1,NA
AT1G62320,-2.009654439,0.089676202,0.261469205,0.177606613,0.778251394,0.936466723,0.601962351,0.280787465,0.475183042
AT1G62330,-0.270531393,0.523876338,0.777137908,-0.149532404,0.604985581,0.816336803,0.311342813,0.24012657,0.428657
AT1G62333,4.846305377,0.323975183,NA,1.286030423,0.792039889,NA,0,1,NA
AT1G62340,0,1,1,0,1,NA,0,1,NA
AT1G62350,2.320501452,0.009368369,0.052900125,-0.098461939,0.927142458,1,-2.925019064,0.016451756,0.056025458
AT1G62360,1.849166379,0.006520955,0.039591432,0.015908656,0.973554303,1,0.464846545,0.473579031,0.672133178
AT1G08517,0,1,NA,0,1,NA,0,1,NA
AT1G62370,-0.403502273,0.536228017,0.788733143,0.67298551,0.035286285,0.115660801,-0.544318757,0.232441694,0.418858218
AT1G08523,0,1,NA,0,1,NA,0,1,NA
AT1G62380,-1.146657085,8.16E-24,7.74E-22,-0.955856829,6.58E-20,5.66E-18,-0.998585941,7.73E-29,1.18E-26
AT1G62390,0.892772397,1.70E-06,2.93E-05,-0.802066155,1.91E-06,2.64E-05,-0.963399826,3.83E-11,8.54E-10
AT1G62400,0.569758393,0.639029384,0.870960155,1.385576013,0.067202668,0.186978396,-0.004342217,0.995094281,1
AT1G62410,4.846155423,0.601318084,NA,0,1,NA,1.3032143,0.888042827,NA
AT1G62422,-0.284754318,0.666211867,0.890402734,-0.453784857,0.466385541,0.696674463,0.216334865,0.637090288,0.807154181
AT1G62420,0.769166137,0.553201146,0.803855383,0,1,1,1.815016946,0.154878726,0.316590528
AT1G62430,-0.28446121,0.454312485,0.715663284,-0.3167472,0.239752091,0.458135093,0.10672525,0.709173046,0.859520355
AT1G62440,-1.07342821,0.00405936,0.027449446,0.783328103,0.096457609,0.244054808,-0.240164578,0.620901963,0.795454286
AT1G62450,3.849362281,0.484952338,NA,0,1,NA,0,1,NA
AT1G62460,0,1,1,0,1,1,0,1,NA
AT1G62480,-1.371704677,9.25E-21,7.11E-19,-1.361842603,1.26E-13,5.52E-12,-1.505461364,9.77E-26,1.10E-23
AT1G62490,3.422420594,0.035410467,0.140637205,0,1,1,3.139219716,0.084784135,NA
AT1G62500,-0.9058378,0.450379363,0.712086321,-0.978723495,0.350954901,0.586344668,-1.455331942,0.094411801,0.22002987
AT1G62510,-0.925143389,0.435941961,0.699081162,-0.506115515,0.229605923,0.445300085,-0.47745356,0.403374837,0.60751202
AT1G62515,4.846334729,0.162333458,NA,0.034090742,0.991827581,NA,1.271128404,0.709897904,NA
AT1G62520,-0.664040759,0.581847547,0.826086335,-1.790447802,0.085488401,0.222956652,-0.20496133,0.694902443,0.848966112
AT1G62530,2.149872831,0.260635982,0.513948244,1.154837637,0.576832432,NA,2.177423069,0.317212873,NA
AT1G62540,2.651311175,0.057753947,0.195482254,1.804841052,0.034009797,0.112462693,0.980982013,0.137589123,0.29094255
AT1G62550,0,1,NA,0,1,NA,0,1,NA
AT1G62560,2.16192542,0.097561001,0.276099118,-0.236588909,0.85820137,0.984021426,-0.370329369,0.286755841,0.481614896
AT1G62570,-1.360298607,4.25E-06,6.65E-05,-0.405002618,0.005939909,0.028366301,-0.74464714,0.000939589,0.005010253
AT1G62580,1.475529049,0.331144747,0.594213474,1.320234353,0.417474186,0.652932677,2.415786081,0.050286482,0.137204719
AT1G08533,4.089126162,0.658837913,NA,0,1,NA,0,1,NA
AT1G62590,0.134290857,0.873880683,1,0.364483944,0.422985612,0.657407685,-0.010691604,0.978857968,1
AT1G08537,4.846155423,0.601318084,NA,0,1,NA,0,1,NA
AT1G08543,0,1,NA,0,1,NA,0,1,NA
AT1G62600,0.662261804,0.072174842,0.227670925,0.085273064,0.738239047,0.909165477,-0.241003015,0.327175952,0.528245402
AT1G62610,1.421624651,1.83E-08,4.34E-07,1.529079366,2.00E-06,2.76E-05,1.594217388,3.00E-08,4.39E-07
AT1G08547,4.043969837,0.07158607,NA,0,1,NA,2.177422438,0.345106882,NA
AT1G62620,0.683306996,0.591363925,0.83473082,0.686674561,0.425403305,0.659547923,0.121989912,0.914727215,0.991263097
